-0.36718,-1.0532,1.0128,-3.8322,-0.27491,-0.22102,-1.2143,-1.0532,0.51391,1.4216,-1.1105,-0.50371,0.21956,2.228,1.0128,1.4216,1.661,0.56738,1.2841,3.1097,3.8869,-3.8322,-1.1105,0.56738,-2.0046,-0.85526,-1.4961,-1.1224,-0.27491,-0.50371,1.2841,-0.85526,-0.34484,0.015233,0.33254,-0.22102,0.21956,3.1097,-1.4961,0.015233,-0.46867,0.21823,-1.2143,2.228,3.8869,-1.1224,0.33254,0.21823,0.93297
-0.61301,0.41252,0.1019,0.18821,1.6922,1.0418,-1.1921,0.41252,1.8596,1.9113,1.4778,0.21581,2.6665,-1.1645,0.1019,1.9113,1.1477,2.2925,1.4277,1.8437,-1.5314,0.18821,1.4778,2.2925,0.10511,0.23882,1.1089,-2.2376,1.6922,0.21581,1.4277,0.23882,0.80867,1.5121,-0.43875,1.0418,2.6665,1.8437,1.1089,1.5121,0.21168,-2.1269,-1.1921,-1.1645,-1.5314,-2.2376,-0.43875,-2.1269,-3.9236
1.5995,-0.53788,0.41968,1.2104,1.4138,3.0136,1.4461,-0.53788,-2.9059,-3.3488,-1.2093,-2.631,-1.0449,-0.84683,0.41968,-3.3488,-2.2473,-1.9811,-1.4552,-0.82014,-1.7464,1.2104,-1.2093,-1.9811,1.4152,-1.0997,0.7979,1.5024,1.4138,-2.631,-1.4552,-1.0997,0.44069,0.16307,-0.30638,3.0136,-1.0449,-0.82014,0.7979,0.16307,0.30165,1.3188,1.4461,-0.84683,-1.7464,1.5024,-0.30638,1.3188,1.7668
2.7223,-1.3183,0.61813,-1.7249,4.2547,3.2358,0.83074,-1.3183,-1.5377,-1.0183,-2.8601,0.40962,-1.416,-2.4333,0.61813,-1.0183,0.32693,-2.7787,2.8984,1.0043,-1.1924,-1.7249,-2.8601,-2.7787,-4.2404,0.48952,-3.2717,-4.0629,4.2547,0.40962,2.8984,0.48952,3.6184,3.3615,2.4996,3.2358,-1.416,1.0043,-3.2717,3.3615,-0.62966,-1.2783,0.83074,-2.4333,-1.1924,-4.0629,2.4996,-1.2783,-1.8271
-1.6273,0.16022,-0.52811,0.56002,1.1579,-1.5655,1.1059,0.16022,1.2009,0.20497,-0.17156,-0.057138,-2.5866,-0.29692,-0.52811,0.20497,-0.63515,-0.56046,0.30762,-3.5388,-0.13014,0.56002,-0.17156,-0.56046,0.14899,-0.10679,-2.1028,0.6383,1.1579,-0.057138,0.30762,-0.10679,0.80376,-0.68648,2.2828,-1.5655,-2.5866,-3.5388,-2.1028,-0.68648,-2.636,-1.2619,1.1059,-0.29692,-0.13014,0.6383,2.2828,-1.2619,2.5379
2.4442,2.4018,0.68514,1.7729,0.49478,1.6932,3.4201,2.4018,-0.50973,0.046392,-1.0955,-3.0207,-0.87141,-0.58702,0.68514,0.046392,-0.93681,-0.86529,-2.2598,-0.82998,-0.23808,1.7729,-1.0955,-0.86529,-0.99328,-3.0005,-0.90411,-0.61844,0.49478,-3.0207,-2.2598,-3.0005,-0.91077,-2.4079,-1.3522,1.6932,-0.87141,-0.82998,-0.90411,-2.4079,-0.93565,-0.17238,3.4201,-0.58702,-0.23808,-0.61844,-1.3522,-0.17238,1.6085
-1.058,1.4871,0.14164,0.84119,-0.83037,0.0047782,0.92354,1.4871,0.98141,0.56137,1.6677,-0.87581,-1.4144,0.53992,0.14164,0.56137,0.55878,1.0994,0.33389,-0.51107,0.26397,0.84119,1.6677,1.0994,1.2937,-0.96508,-0.79775,0.92929,-0.83037,-0.87581,0.33389,-0.96508,-0.66499,-0.60593,-0.86961,0.0047782,-1.4144,-0.51107,-0.79775,-0.60593,-0.82351,-0.9822,0.92354,0.53992,0.26397,0.92929,-0.86961,-0.9822,0.52391
-1.1044,-2.2959,-2.1795,-0.13169,-0.93903,0.050437,-0.094486,-2.2959,-1.423,-1.9458,0.91347,-1.9029,0.96293,-0.2049,-2.1795,-1.9458,-1.5991,0.05578,-2.0186,0.18689,-0.74,-0.13169,0.91347,0.05578,2.7387,-0.15517,3.2777,3.1176,-0.93903,-1.9029,-2.0186,-0.15517,-1.1274,0.33294,-0.18437,0.050437,0.96293,0.18689,3.2777,0.33294,3.7785,3.932,-0.094486,-0.2049,-0.74,3.1176,-0.18437,3.932,2.7556
-0.14465,0.71118,1.3781,-0.76401,-1.1735,1.0191,1.4686,0.71118,1.0087,1.4677,-0.66653,-2.7253,-1.0222,2.0721,1.3781,1.4677,2.2293,0.19347,-1.8441,-0.15495,3.9675,-0.76401,-0.66653,0.19347,-2.1047,-2.6694,-1.2293,0.15752,-1.1735,-2.7253,-1.8441,-2.6694,-3.3395,-0.76575,-1.4775,1.0191,-1.0222,-0.15495,-1.2293,-0.76575,0.020427,0.93122,1.4686,2.0721,3.9675,0.15752,-1.4775,0.93122,2.4805
-2.4099,-3.2018,-1.4197,-1.3764,-0.96459,0.48963,-0.63761,-3.2018,0.063634,0.96905,0.82299,-2.2928,2.3733,0.12818,-1.4197,0.96905,1.5524,2.3648,-0.35241,3.7119,1.5245,-1.3764,0.82299,2.3648,1.1301,-1.309,3.0785,1.3765,-0.96459,-2.2928,-0.35241,-1.309,-0.66216,0.08753,-0.45087,0.48963,2.3733,3.7119,3.0785,0.08753,3.7046,2.8471,-0.63761,0.12818,1.5245,1.3765,-0.45087,2.8471,0.34159
